School,G,W,L,W-L%,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,year,NCAABirth,END,Seed
Texas Southern ,35,22,13,0.629,-5.98,-6.09,2390,2386,64.5,103.6,0.468,0.312,0.531,50,45.8,9.3,7.7,0.495,16.8,33.8,0.309,2015,NCAA,Texas Southern ,15
Texas ,34,20,14,0.588,16.16,9.07,2290,2049,62.9,105.9,0.365,0.341,0.531,56,55.5,5.9,20,0.491,16.8,37.9,0.265,2015,NCAA,Texas ,11
UCLA ,36,22,14,0.611,12.07,8.27,2590,2453,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11,0.496,14.9,33.8,0.242,2015,NCAA,UCLA ,11
Utah ,35,26,9,0.743,20.98,7.42,2496,1999,62.6,113.5,0.432,0.372,0.588,53.7,57.6,9.5,13.5,0.557,16.1,31.6,0.303,2015,NCAA,Utah ,5
Valparaiso ,34,28,6,0.824,6.29,-2,2366,2021,63.8,108.6,0.368,0.338,0.548,55.1,52.9,9.3,14.1,0.52,16.4,35.6,0.248,2015,NCAA,Valparaiso ,13
Villanova ,36,33,3,0.917,23.13,7.55,2754,2193,65,116.9,0.418,0.429,0.589,51.5,62.2,11.8,11,0.553,14,32.5,0.305,2015,NCAA,Villanova ,1
Virginia Commonwealth ,36,26,10,0.722,12.79,6.1,2609,2368,66.4,106.5,0.373,0.399,0.518,49.2,50.9,14,12.5,0.487,13.2,31.8,0.245,2015,NCAA,Virginia Commonwealth ,7
Virginia ,34,30,4,0.882,21.73,7.81,2224,1751,58.6,110.8,0.349,0.275,0.543,56,53.5,9.3,13.3,0.506,13.4,34.2,0.254,2015,NCAA,Virginia ,2
West Virginia ,35,25,10,0.714,15.12,9.29,2542,2338,68.7,104.9,0.404,0.336,0.499,52.1,56.7,15.5,8.7,0.461,15.1,40.2,0.267,2015,NCAA,West Virginia ,5
Wichita State ,35,30,5,0.857,15.56,3.68,2460,2008,61.9,112.7,0.37,0.347,0.541,53.6,55.3,11.5,11.3,0.507,12.6,34.9,0.259,2015,NCAA,Wichita State ,7
Wisconsin ,40,36,4,0.9,24.61,10.29,2900,2327,59.5,121.1,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,2015,NCAA,Wisconsin ,1
Wofford ,35,28,7,0.8,2.56,-2.98,2331,2089,62.7,106.2,0.382,0.331,0.547,51.1,56.4,10.4,7.2,0.516,15.1,29.1,0.262,2015,NCAA,Wofford ,12
Wyoming ,35,25,10,0.714,3.81,-0.04,2151,1974,58.3,103.1,0.394,0.397,0.56,49.9,67.1,9.2,8.9,0.526,16.9,22.3,0.277,2015,NCAA,Wyoming ,12
Xavier ,37,23,14,0.622,15.42,9.48,2712,2492,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9,8.3,0.534,15.8,31.3,0.281,2015,NCAA,Xavier ,6
Arizona ,34,25,9,0.735,18.79,7.23,2735,2342,69.8,112.8,0.438,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316,2016,NCAA,Arizona ,6
Little Rock ,35,30,5,0.857,7.12,-1.76,2487,2129,64.6,108.8,0.315,0.354,0.553,50.1,50.9,10.1,9.6,0.52,13.6,27.3,0.229,2016,NCAA,Little Rock ,12
Austin Peay ,36,18,18,0.5,-6.04,-2.98,2740,2765,70.5,106.4,0.457,0.315,0.549,51.8,50.7,9.7,7.7,0.516,16.8,33,0.306,2016,NCAA,Austin Peay ,16
Baylor ,34,22,12,0.647,16.13,9.76,2621,2366,67.6,112.8,0.375,0.286,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272,2016,NCAA,Baylor ,5
Buffalo ,35,20,15,0.571,1.34,0.9,2709,2634,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294,2016,NCAA,Buffalo ,14
Butler ,33,22,11,0.667,16.46,7.55,2638,2344,69.8,114.1,0.393,0.305,0.564,52.3,51,9.8,8.9,0.526,12.5,32.1,0.287,2016,NCAA,Butler ,9
Cal State Bakersfield ,33,24,9,0.727,2.58,-5.15,2405,2104,68.4,105.8,0.374,0.27,0.527,52.8,59,11.6,14.2,0.497,15.1,34.6,0.245,2016,NCAA,Cal State Bakersfield ,15
University of California ,34,23,11,0.676,15.39,7.87,2545,2289,68.2,108.5,0.417,0.337,0.55,54.5,48.3,5.9,10.9,0.522,15.3,32.6,0.274,2016,NCAA,University of California ,4
Chattanooga ,35,29,6,0.829,3.24,-3.46,2652,2364,68.1,110.5,0.413,0.371,0.565,52.3,56.2,11.3,13.1,0.524,15.7,32.6,0.304,2016,NCAA,Chattanooga ,12
Cincinnati ,33,22,11,0.667,15.19,5.25,2418,2090,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234,2016,NCAA,Cincinnati ,9
Colorado ,34,22,12,0.647,12.04,7.64,2576,2407,70.8,106.3,0.398,0.319,0.534,55.7,53.3,7.3,11.6,0.488,15.8,35.3,0.293,2016,NCAA,Colorado ,8
Connecticut ,36,25,11,0.694,15.89,6.28,2631,2285,66.2,108.9,0.296,0.336,0.555,51.1,51.8,8.7,14,0.516,14,28.3,0.235,2016,NCAA,Connecticut ,9
Dayton ,33,25,8,0.758,11.34,4.76,2393,2176,68.6,104.5,0.408,0.35,0.546,53.2,57.4,8.6,12.2,0.516,16.3,28.7,0.272,2016,NCAA,Dayton ,7
Duke ,36,25,11,0.694,19.23,10.59,2920,2609,68.4,117.7,0.405,0.398,0.573,49.5,48.6,9.1,9.8,0.537,12.2,33,0.293,2016,NCAA,Duke ,4
Fairleigh Dickinson ,33,18,15,0.545,-10.9,-8.31,2558,2600,72.4,105.8,0.327,0.324,0.546,46.3,50.8,10.3,7.2,0.517,15.3,28.6,0.228,2016,NCAA,Fairleigh Dickinson ,16
Florida Gulf Coast ,35,21,14,0.6,-0.79,-3.82,2703,2473,69.7,108.1,0.369,0.25,0.546,53.5,47.9,9.2,10.3,0.523,15,32.9,0.238,2016,NCAA,Florida Gulf Coast ,16
Fresno State ,35,25,10,0.714,5.27,2.24,2630,2475,70.1,105.7,0.379,0.3,0.524,50.4,50.3,11.9,11.8,0.487,13.1,31.1,0.263,2016,NCAA,Fresno State ,14
Gonzaga ,36,28,8,0.778,16.92,4.23,2840,2360,68.1,115.4,0.34,0.355,0.587,55.2,49.6,7.5,7.7,0.553,14.7,32.3,0.258,2016,NCAA,Gonzaga ,11
Green Bay ,36,23,13,0.639,1.16,-0.67,3013,2880,77.3,107.1,0.429,0.311,0.533,48.7,47.8,12.7,11.1,0.5,13.5,30.9,0.282,2016,NCAA,Green Bay ,14
Hampton ,32,21,11,0.656,-8.74,-8.45,2363,2370,71.7,101,0.414,0.345,0.502,53.1,47,7.2,9,0.464,15.7,34.6,0.273,2016,NCAA,Hampton ,16
Hawaii ,34,28,6,0.824,9.03,-1.04,2620,2267,71.6,107.2,0.449,0.379,0.555,53,58.8,10.5,10,0.52,15.8,31,0.307,2016,NCAA,Hawaii ,13
Holy Cross ,35,15,20,0.429,-11.2,-6.11,2267,2445,64.6,98.4,0.361,0.409,0.515,45.6,61.9,9.5,7.8,0.479,14.9,23.1,0.248,2016,NCAA,Holy Cross ,16
Indiana ,35,27,8,0.771,19.59,6.9,2891,2447,69.1,119.2,0.338,0.409,0.612,54.9,54.8,9.9,9.8,0.587,16.7,37,0.248,2016,NCAA,Indiana ,5
Iona ,33,22,11,0.667,3.59,-1.78,2628,2451,72.5,109.5,0.324,0.44,0.566,49.7,60,10.3,10.6,0.538,15.4,29.2,0.23,2016,NCAA,Iona ,13
Iowa State ,35,23,12,0.657,16.93,10.16,2862,2625,71.5,113.1,0.261,0.351,0.59,49.7,53.1,8.6,9.8,0.571,14.1,26.1,0.183,2016,NCAA,Iowa State ,4
Iowa ,33,22,11,0.667,17.01,8.71,2561,2287,69.1,111.5,0.33,0.355,0.546,50.6,57.7,9.7,12.5,0.513,12.6,31.8,0.237,2016,NCAA,Iowa ,7
Kansas ,38,33,5,0.868,23.87,11.22,3089,2570,69.7,115,0.382,0.33,0.592,53.9,55.3,9.4,10.7,0.564,15.5,32.3,0.272,2016,NCAA,Kansas ,1
Kentucky ,36,27,9,0.75,20.23,8.84,2861,2451,68.2,115.3,0.378,0.31,0.564,53.6,49.8,8.3,14.1,0.535,13.3,36.8,0.261,2016,NCAA,Kentucky ,4
Maryland ,36,27,9,0.75,16.71,8.31,2725,2400,67.3,112.1,0.384,0.381,0.594,51.9,51.7,8.6,13.9,0.555,16.6,28.6,0.295,2016,NCAA,Maryland ,5
Miami (FL) ,35,27,8,0.771,18.52,10.69,2633,2359,66.2,113.3,0.407,0.339,0.582,51.7,48.3,9.3,9.1,0.542,14.5,29.9,0.305,2016,NCAA,Miami (FL) ,3
Michigan State ,35,29,6,0.829,22.59,6.94,2793,2245,67,118.3,0.3,0.356,0.588,58,71.3,6.6,12.9,0.563,14.6,36.4,0.218,2016,NCAA,Michigan State ,2
Michigan ,36,23,13,0.639,13.75,7.92,2656,2426,65.7,111.9,0.278,0.44,0.573,49.2,56.7,8.6,6.4,0.546,13.1,24.7,0.205,2016,NCAA,Michigan ,11
Middle Tennessee ,35,25,10,0.714,2.66,-0.7,2539,2410,69.1,104.7,0.355,0.354,0.537,51.4,50.1,8.9,9.9,0.518,15,29.1,0.218,2016,NCAA,Middle Tennessee ,15
North Carolina-Asheville ,34,22,12,0.647,1.1,-3.25,2552,2313,70.4,105.8,0.41,0.306,0.541,51.5,47,12.9,9,0.505,15.9,31.9,0.284,2016,NCAA,North Carolina-Asheville ,15
North Carolina-Wilmington ,33,25,8,0.758,6.25,0.35,2620,2379,71.3,110,0.373,0.332,0.546,50.6,47.2,10.3,11.2,0.512,13.5,32.2,0.262,2016,NCAA,North Carolina-Wilmington ,13
North Carolina ,40,33,7,0.825,23.44,10.69,3311,2801,70.2,118,0.323,0.268,0.561,55.9,57.3,9.6,11.5,0.526,12.7,40.3,0.241,2016,NCAA,North Carolina ,1
Northern Iowa ,36,23,13,0.639,8.78,4.44,2475,2303,64.1,106.2,0.34,0.427,0.572,46.8,50.5,8.8,7.7,0.535,14.2,17.6,0.257,2016,NCAA,Northern Iowa ,11
Notre Dame ,36,24,12,0.667,14.1,9.57,2704,2541,65,115.2,0.329,0.343,0.573,51.1,49.4,8.4,10.1,0.54,13.2,32.3,0.244,2016,NCAA,Notre Dame ,6
Oklahoma ,37,29,8,0.784,19.76,11.14,2948,2629,71,111,0.33,0.407,0.573,51.4,52.8,9.3,12.6,0.543,15.8,31,0.238,2016,NCAA,Oklahoma ,2
Oregon State ,32,19,13,0.594,10.39,9.26,2301,2244,68.4,105.1,0.373,0.319,0.53,48.3,53.3,10.8,9.7,0.499,14.3,29.2,0.25,2016,NCAA,Oregon State ,7
Oregon ,38,31,7,0.816,18.05,8.64,2990,2614,69.5,112.8,0.406,0.34,0.562,52.4,49.7,10.4,15.3,0.525,13.9,34.2,0.291,2016,NCAA,Oregon ,1
Pittsburgh ,33,21,12,0.636,15.47,8.75,2476,2220,66.4,112.2,0.357,0.307,0.551,55.2,62.3,7.3,10,0.511,14.6,36.9,0.269,2016,NCAA,Pittsburgh ,10
Providence ,35,24,11,0.686,11.94,8.46,2577,2455,69.8,104.4,0.373,0.371,0.523,49.4,62.4,9.3,8.9,0.48,13.9,30.3,0.27,2016,NCAA,Providence ,9
Purdue ,35,26,9,0.743,20.17,7.46,2726,2281,67.9,113.5,0.354,0.358,0.571,57.3,64.1,6.1,11.7,0.536,14.9,34.5,0.263,2016,NCAA,Purdue ,5
Saint Joseph's ,36,28,8,0.778,12.1,4.93,2780,2522,70.2,109.6,0.374,0.356,0.548,51.9,54.7,7.3,9.2,0.512,12.3,27.9,0.268,2016,NCAA,Saint Joseph's ,8
Seton Hall ,34,25,9,0.735,14.66,8.28,2522,2305,70.7,104.5,0.404,0.297,0.529,52.4,51,10.4,11.4,0.498,16.4,34.7,0.266,2016,NCAA,Seton Hall ,6
South Dakota State ,34,26,8,0.765,5.44,-1.22,2591,2316,68.8,110.8,0.402,0.367,0.558,53.7,43.4,7.2,6.6,0.515,14.7,32.5,0.298,2016,NCAA,South Dakota State ,12
Southern California ,34,21,13,0.618,13.52,7.64,2737,2537,72.5,109.4,0.351,0.322,0.549,51.1,51.3,8.6,12.5,0.522,14.3,32.1,0.237,2016,NCAA,Southern California ,8
Southern ,35,22,13,0.629,-7.68,-9.37,2534,2406,69.5,104.2,0.369,0.298,0.527,49,41.9,10.6,9.7,0.496,14,28.9,0.247,2016,NCAA,Southern ,16
Stephen F. Austin ,34,28,6,0.824,9.23,-5.47,2728,2153,69.6,115.3,0.345,0.365,0.577,51.9,65.3,13.1,10.2,0.545,14.8,34.6,0.253,2016,NCAA,Stephen F. Austin ,14
Stony Brook ,33,26,7,0.788,3.75,-5.28,2515,2115,67.8,112,0.32,0.3,0.548,55.4,58,9.1,12.1,0.524,14.2,36,0.215,2016,NCAA,Stony Brook ,13
Syracuse ,37,23,14,0.622,14.62,9.75,2589,2409,64.9,106.7,0.354,0.421,0.533,49.3,55.8,12.4,12.6,0.501,15.3,33.4,0.243,2016,NCAA,Syracuse ,10
Temple ,33,21,12,0.636,7.69,6.57,2267,2230,65.8,102.4,0.266,0.375,0.498,49.3,54.1,7.8,7.8,0.47,11.8,29.1,0.182,2016,NCAA,Temple ,10
Texas A&M ,37,28,9,0.757,18.45,8.45,2828,2458,68.8,109.6,0.381,0.373,0.542,53,61.8,10.1,10.5,0.512,14.3,33.8,0.256,2016,NCAA,Texas A&M ,3
Texas Tech ,32,19,13,0.594,12.41,10.25,2305,2236,66.7,106.7,0.422,0.304,0.547,50.1,53.2,8.8,11.8,0.5,15.5,31.2,0.314,2016,NCAA,Texas Tech ,8
Texas ,33,20,13,0.606,14.8,11.71,2355,2253,66.8,106.1,0.394,0.361,0.526,49.1,46.3,7.5,11.6,0.494,13.2,30.7,0.263,2016,NCAA,Texas ,6
Tulsa ,32,20,12,0.625,9.79,5.76,2356,2227,68.8,106.1,0.395,0.363,0.536,48.7,53,9.7,7.7,0.503,13.6,27.8,0.268,2016,NCAA,Tulsa ,11
Utah ,36,27,9,0.75,15.5,8.79,2778,2502,67.7,112.5,0.382,0.373,0.588,53.2,57,8.1,9.9,0.557,16,30.2,0.276,2016,NCAA,Utah ,3
Vanderbilt ,33,19,14,0.576,17.2,8.68,2506,2225,69.2,109,0.398,0.38,0.561,50.8,56.8,6,12.9,0.529,14.7,27.2,0.276,2016,NCAA,Vanderbilt ,11
Villanova ,40,35,5,0.875,24.08,9.71,3118,2543,67.3,115.4,0.341,0.427,0.597,51.2,58.7,10.4,9.7,0.561,14.4,28,0.267,2016,NCAA,Villanova ,2
Virginia Commonwealth ,36,25,11,0.694,13.83,4.35,2781,2440,69.9,109.7,0.322,0.333,0.539,52,51,12.2,9.8,0.51,13.6,32.6,0.223,2016,NCAA,Virginia Commonwealth ,10
Virginia ,37,29,8,0.784,22.04,11.12,2626,2222,61.5,115,0.321,0.284,0.58,53.2,57.2,8.7,10.2,0.548,13.2,29.8,0.241,2016,NCAA,Virginia ,1
Weber State ,35,26,9,0.743,0.18,-5.13,2662,2344,68.6,109.4,0.436,0.416,0.585,52.6,52.5,7.2,7.7,0.559,16.9,26.5,0.294,2016,NCAA,Weber State ,15
West Virginia ,35,26,9,0.743,21.61,9.78,2749,2335,70.7,110.3,0.462,0.306,0.536,56.1,54.1,13.8,8.5,0.498,16.3,41.9,0.311,2016,NCAA,West Virginia ,3
Wichita State ,35,26,9,0.743,17.39,4.24,2535,2066,66.1,108.8,0.38,0.381,0.531,53.1,56.4,10.9,11.6,0.49,12.7,31.7,0.272,2016,NCAA,Wichita State ,11
Wisconsin ,35,22,13,0.629,13.4,9.4,2373,2233,64.1,105.1,0.38,0.342,0.524,52.3,49,9.1,8.6,0.485,14.6,33,0.267,2016,NCAA,Wisconsin ,7
Xavier ,34,28,6,0.824,18.58,8.43,2737,2392,72.4,111.2,0.417,0.342,0.556,54.9,59.1,10,8.4,0.514,14.8,35.2,0.305,2016,NCAA,Xavier ,2
Yale ,30,23,7,0.767,9.08,-1.03,2248,1914,66.9,111.5,0.413,0.309,0.555,57.8,56.9,8.4,12.6,0.526,16.4,39.4,0.276,2016,NCAA,Yale ,12
Arizona ,37,32,5,0.865,18.25,7.63,2833,2440,67.3,113.8,0.405,0.305,0.58,55.1,51.3,8.1,8.8,0.537,14.5,33.1,0.31,2017,NCAA,Arizona ,2
Arkansas ,36,26,10,0.722,14.04,8.6,2855,2659,71.7,110.7,0.381,0.295,0.558,49.5,49.8,10.8,12.4,0.514,14.3,31.7,0.29,2017,NCAA,Arkansas ,8
Baylor ,35,27,8,0.771,19.75,11.87,2550,2228,65.3,111.5,0.338,0.328,0.562,56.5,59.1,7.9,13,0.53,17.1,40.2,0.244,2017,NCAA,Baylor ,3
Bucknell ,35,26,9,0.743,5.89,-2.48,2669,2376,70.7,107.9,0.372,0.384,0.578,50.6,54.1,10.2,9.7,0.553,16.8,26.7,0.253,2017,NCAA,Bucknell ,13
Butler ,34,25,9,0.735,17.7,10.23,2595,2341,67.3,112.6,0.371,0.376,0.581,50.6,50,8.9,8.4,0.546,13.4,27.1,0.275,2017,NCAA,Butler ,4
UC-Davis ,36,23,13,0.639,-5.21,-4.68,2525,2506,70.2,98.9,0.412,0.316,0.526,50.8,52.8,7.9,9,0.49,17.6,28.9,0.278,2017,NCAA,UC-Davis ,16
Cincinnati ,36,30,6,0.833,18.43,5.49,2674,2208,65.1,113.3,0.325,0.361,0.547,53.3,57.5,11.1,13.9,0.52,12.9,35.5,0.223,2017,NCAA,Cincinnati ,6
Creighton ,35,25,10,0.714,17.27,8.95,2864,2549,72.9,112.3,0.277,0.358,0.592,49.3,55.5,8.4,7.6,0.576,15.2,24.8,0.189,2017,NCAA,Creighton ,6
Dayton ,32,24,8,0.75,12.98,4.27,2428,2126,69.4,108.9,0.436,0.381,0.571,49.7,61,11.2,11.9,0.538,15,25.8,0.301,2017,NCAA,Dayton ,7
Duke ,37,28,9,0.757,21.56,10.91,2991,2597,69.9,115.7,0.393,0.383,0.588,51.9,47.5,8.7,10.9,0.548,14.2,31.6,0.299,2017,NCAA,Duke ,2
East Tennessee State ,35,27,8,0.771,7.31,-2.11,2782,2438,71.4,110.2,0.432,0.352,0.587,53.1,53.8,11.6,13.6,0.555,18,31.3,0.304,2017,NCAA,East Tennessee State ,13
Florida Gulf Coast ,34,26,8,0.765,2.26,-3.42,2701,2356,69.3,113.8,0.329,0.315,0.579,53.9,52.3,8.7,9.7,0.554,15.3,33.9,0.231,2017,NCAA,Florida Gulf Coast ,14
Florida State ,35,26,9,0.743,18.87,8.87,2873,2523,72.6,113.1,0.384,0.313,0.566,52.7,49.3,10.2,13.7,0.537,14.1,33.6,0.265,2017,NCAA,Florida State ,3
Florida ,36,27,9,0.75,22.4,11.01,2804,2394,70.1,110,0.402,0.366,0.556,51.3,47.2,10.7,11.8,0.516,14.6,31.8,0.293,2017,NCAA,Florida ,4
Gonzaga ,39,37,2,0.949,25.26,4.13,3222,2398,70.9,116.4,0.39,0.329,0.596,54.7,51.8,9.6,11.2,0.567,14.2,29.8,0.28,2017,NCAA,Gonzaga ,1
Iona ,35,22,13,0.629,1.08,-2.47,2813,2689,72.3,110,0.31,0.4,0.569,48.2,55.3,9.3,7.7,0.534,14.6,27,0.238,2017,NCAA,Iona ,14
Iowa State ,35,24,11,0.686,20.51,11.94,2829,2529,70.6,112.5,0.276,0.393,0.572,47.7,53.6,10.8,8.9,0.55,12.6,25.6,0.194,2017,NCAA,Iowa State ,5
Jacksonville State ,35,20,15,0.571,-2.85,-3.24,2434,2378,65.3,105.7,0.346,0.367,0.559,52.7,57.5,6.8,10.8,0.528,18,31.5,0.247,2017,NCAA,Jacksonville State ,15
Kansas State ,35,21,14,0.6,14.8,10.48,2523,2372,67.5,106.4,0.412,0.363,0.56,49.2,60,11.4,10.3,0.527,16.8,29.5,0.286,2017,NCAA,Kansas State ,11
Kansas ,36,31,5,0.861,23.53,12.23,2995,2588,71.4,115.4,0.36,0.359,0.583,53,54.5,9.6,11.2,0.561,15.1,33.9,0.244,2017,NCAA,Kansas ,1
Kent State ,36,22,14,0.611,0.88,-1.63,2772,2628,70.7,107,0.328,0.349,0.521,54,45.5,8.9,9.7,0.484,14.9,38.7,0.236,2017,NCAA,Kent State ,14
Kentucky ,38,32,6,0.842,23.88,10.49,3225,2716,74.3,113.8,0.409,0.316,0.564,53.2,51.6,8.1,13,0.529,13.4,33.2,0.288,2017,NCAA,Kentucky ,2
Louisville ,34,25,9,0.735,22.47,11.15,2628,2243,68.5,112,0.34,0.321,0.543,54.1,48.4,9.7,15.2,0.514,13.4,36.6,0.233,2017,NCAA,Louisville ,2
Marquette ,32,19,13,0.594,15.26,8.6,2631,2418,71.1,115.2,0.31,0.415,0.607,49.6,57.1,10.1,9.3,0.576,15.5,27,0.242,2017,NCAA,Marquette ,10
Maryland ,33,24,9,0.727,12.79,8.29,2438,2246,68.1,108.1,0.398,0.411,0.557,50.3,57.1,8,11.9,0.523,16.3,31.1,0.278,2017,NCAA,Maryland ,6
Miami (FL) ,33,21,12,0.636,14.48,9.57,2278,2116,64.7,106.3,0.343,0.326,0.544,53,47.8,9.9,10.5,0.51,16.6,33.4,0.246,2017,NCAA,Miami (FL) ,8
Michigan State ,35,20,15,0.571,13.67,10.5,2515,2404,68.2,105.1,0.335,0.38,0.563,52.6,65.3,6.3,11.9,0.54,18,29.1,0.224,2017,NCAA,Michigan State ,9
Michigan ,38,26,12,0.684,18.8,10.17,2851,2523,63.8,116.5,0.301,0.451,0.601,47.9,52.6,9,7.4,0.57,12.8,24.5,0.234,2017,NCAA,Michigan ,7
Middle Tennessee ,36,31,5,0.861,9.8,-0.48,2697,2299,66.4,112.4,0.304,0.299,0.567,53.9,54.4,10.1,8.3,0.543,13.6,30.7,0.212,2017,NCAA,Middle Tennessee ,12
Minnesota ,34,24,10,0.706,14.56,8.82,2556,2361,70.3,104.6,0.396,0.299,0.528,50.5,57.2,7.9,15.9,0.487,14,29.6,0.281,2017,NCAA,Minnesota ,5
Mount St. Mary's ,36,20,16,0.556,-4.29,-3.51,2446,2474,68.4,99.1,0.324,0.369,0.536,44.5,46,9,9.6,0.51,17.1,23,0.218,2017,NCAA,Mount St. Mary's ,16
Nevada ,35,28,7,0.8,10.49,2.03,2792,2496,70.9,112,0.413,0.402,0.561,52.4,59.9,7.6,11,0.525,13.4,30.3,0.291,2017,NCAA,Nevada ,12
New Mexico State ,34,28,6,0.824,4.66,-3.82,2678,2310,70,112.1,0.431,0.382,0.568,54.4,55.3,6.9,9.6,0.531,16.5,36.7,0.307,2017,NCAA,New Mexico State ,14
New Orleans ,32,20,12,0.625,-4.1,-5.34,2331,2215,69.5,103.2,0.427,0.25,0.552,52.9,60.2,11.2,8.6,0.513,20.2,36.7,0.303,2017,NCAA,New Orleans ,16
North Carolina Central ,34,25,9,0.735,-3.18,-12.12,2542,2159,68.8,108.7,0.341,0.38,0.546,51.7,52.7,8.9,8.7,0.517,14.8,32.9,0.233,2017,NCAA,North Carolina Central ,16
North Carolina-Wilmington ,35,29,6,0.829,8.06,-0.55,2967,2624,71.5,118.1,0.317,0.411,0.578,51.6,52.7,9.3,8.2,0.555,12.4,32.8,0.219,2017,NCAA,North Carolina-Wilmington ,12
North Carolina ,40,33,7,0.825,24.84,11.76,3377,2824,72.6,116,0.348,0.303,0.55,58.2,58.9,9.7,9.7,0.519,13.4,41.3,0.244,2017,NCAA,North Carolina ,1
North Dakota ,32,22,10,0.688,-1.83,-5.45,2578,2357,72.9,108.8,0.364,0.305,0.573,50.5,52.6,10.6,7.5,0.542,15.7,26.8,0.26,2017,NCAA,North Dakota ,15
Northern Kentucky ,35,24,11,0.686,-0.17,-2.84,2659,2507,70.8,107.3,0.363,0.422,0.557,53.1,52.4,8.1,7.1,0.529,16.4,31.7,0.247,2017,NCAA,Northern Kentucky ,15
Northwestern ,36,24,12,0.667,14.02,8.43,2558,2357,66.6,106.8,0.304,0.357,0.534,50.6,59.1,7.9,13.2,0.497,13.8,30.7,0.227,2017,NCAA,Northwestern ,8
Notre Dame ,36,26,10,0.722,17.81,9.78,2783,2494,67.7,113.8,0.286,0.406,0.573,48.7,57.8,10.4,9.7,0.536,12.3,27.3,0.229,2017,NCAA,Notre Dame ,5
Oklahoma State ,33,20,13,0.606,19.19,12.22,2828,2589,72.7,117.8,0.383,0.357,0.583,52.9,50.8,10.5,8.1,0.539,15.1,38.1,0.302,2017,NCAA,Oklahoma State ,10
Oregon ,39,33,6,0.846,20.8,8.38,3076,2565,68.8,114.2,0.347,0.388,0.582,52.9,56.3,9.4,17.2,0.554,14.7,32.2,0.247,2017,NCAA,Oregon ,3
Princeton ,30,23,7,0.767,6.57,-1.84,2149,1843,65.2,109.5,0.242,0.46,0.562,50,55.2,10.2,9.5,0.537,13.5,24.4,0.179,2017,NCAA,Princeton ,12
Providence ,33,20,13,0.606,11.24,7.84,2319,2207,67.6,103.6,0.381,0.359,0.547,49.1,58.6,9.7,8.1,0.514,16.3,26.4,0.263,2017,NCAA,Providence ,11
Purdue ,35,27,8,0.771,20.13,8.79,2790,2393,70,112.6,0.333,0.383,0.589,54.9,65.3,7.3,6.1,0.557,16.1,30.7,0.252,2017,NCAA,Purdue ,4
Rhode Island ,35,25,10,0.714,12.88,4.62,2577,2288,67.4,108.8,0.392,0.323,0.538,51.8,51,9.6,15.7,0.507,14,32.8,0.262,2017,NCAA,Rhode Island ,11
Saint Mary's (CA) ,34,29,5,0.853,16.75,2.19,2449,1954,61.3,117.6,0.278,0.414,0.602,57.2,63.1,6.9,8.5,0.578,15.2,33,0.207,2017,NCAA,Saint Mary's (CA) ,7
Seton Hall ,33,21,12,0.636,12.1,9.25,2417,2323,69,104.9,0.376,0.307,0.526,54.7,46.4,9.9,6.6,0.499,16.4,35.7,0.242,2017,NCAA,Seton Hall ,9
South Carolina ,37,26,11,0.703,17.52,10.16,2707,2414,69.9,102.9,0.398,0.334,0.518,50.8,50.6,11,11.1,0.477,15.5,33.5,0.278,2017,NCAA,South Carolina ,7
South Dakota State ,35,18,17,0.514,-2.3,-0.66,2683,2697,69.2,109.6,0.404,0.456,0.581,50.7,52.1,7.4,7.2,0.537,16.4,27.4,0.311,2017,NCAA,South Dakota State ,16
Southern California ,36,26,10,0.722,11.48,6.4,2816,2633,70.1,111.2,0.368,0.366,0.56,50.3,56.4,9.9,13.3,0.522,13.7,30.9,0.273,2017,NCAA,Southern California ,11
Southern Methodist ,35,30,5,0.857,18.71,4.45,2599,2100,63.7,116.6,0.36,0.365,0.574,56.3,61.9,9,11.1,0.547,14.3,37.1,0.251,2017,NCAA,Southern Methodist ,6
Texas Southern ,35,23,12,0.657,-6.41,-7.81,2593,2544,69.7,105.5,0.443,0.344,0.532,48.4,47.2,10.2,7.4,0.481,14.3,31.6,0.326,2017,NCAA,Texas Southern ,16
Troy ,37,22,15,0.595,-0.47,-3.36,2889,2667,70.1,110.9,0.393,0.403,0.565,51.8,49.3,8.5,9.8,0.528,15.3,31.6,0.285,2017,NCAA,Troy ,15
UCLA ,36,31,5,0.861,20.67,6.39,3233,2719,74.2,121,0.268,0.376,0.618,52.4,63.7,7.9,12.5,0.598,13.4,28.9,0.198,2017,NCAA,UCLA ,3
Vanderbilt ,35,19,16,0.543,13.69,10.72,2489,2385,67.1,105.6,0.348,0.486,0.563,50,55.2,6.2,9.8,0.521,16.3,24.7,0.271,2017,NCAA,Vanderbilt ,9
